,InvStokes1,Alpha,AspectRatio,FlaringIndex,PlanetMass,SigmaSlope,nx,rout,ny,maxder1500
0,377.572190925416,0.0082985076751442,0.031715,0.2584749999999999,0.0001385160185924,1.01695,991.0,3,319.0,10.760615072450376
1,28.379190284415568,0.0001468926277643,0.0772849999999999,0.099575,5.963483198341264e-05,0.69915,600.0,3,193.0,2.0443033852689965
2,205.58905959841425,0.0001538154640303,0.057615,0.165025,0.0005591135275705,0.83005,600.0,3,193.0,98.27886184807804
3,601.1737374832779,0.0005093308710571,0.096115,0.334775,0.0021953309491398,1.16955,600.0,3,193.0,39.177183792186476
4,209.41124558508932,0.0026363313858253,0.047675,0.131075,0.0004513360253409,0.76215,659.0,3,212.0,41.1296905186042
5,623.7348354824192,0.0005741164622073,0.074975,0.341425,0.0002325412485873,1.18285,600.0,3,193.0,9.15819232324572
6,75.68328950209744,0.0067142885292595,0.0898849999999999,0.096425,2.867477375581313e-05,0.69285,600.0,3,193.0,-1.595587966086721
7,350.751873952568,0.0012105981335504,0.093805,0.0617749999999999,5.604024173641845e-05,0.6235499999999999,600.0,3,193.0,-1.4323144520359856
8,74.30191378967014,0.0032433961734934,0.043545,0.252525,0.0004544645372095,1.00505,721.0,3,232.0,71.7423209305586
9,11.402497875611685,0.0017988709151287,0.041655,0.050575,0.0003002617420861,0.60115,754.0,3,243.0,262.3072039823216
10,104.9542428652322,0.002588212915153,0.0302449999999999,0.141225,0.0025911944213546,0.78245,1039.0,3,334.0,111.88700289580234
11,555.9042572704037,0.0038994198667654,0.0740649999999999,0.275275,0.0009005337627506,1.05055,600.0,3,193.0,8.972506894892765
12,50.46612975635284,0.0001364583136588,0.098285,0.3445749999999999,0.0013443117666713,1.18915,600.0,3,193.0,121.60035830629789
13,47.53352259428053,0.0002851018267503,0.048865,0.022925,0.0007524887301735,0.54585,643.0,3,207.0,152.7555518108477
14,62.95061828571975,0.0041209751909733,0.067205,0.342125,0.001410912236458,1.18425,600.0,3,193.0,45.83765191773429
15,760.3262769401822,0.0027352687263067,0.099615,0.305375,0.0032546178349804,1.11075,600.0,3,193.0,13.365504306398057
16,132.1295634186575,0.0017498466886246,0.065245,0.037625,0.0066297934767066,0.57525,600.0,5,242.0,25.575143038846697
17,31.11716337106017,0.0001006931668851,0.033045,0.032025,0.0001877154418375,0.5640499999999999,951.0,3,306.0,200.4040170186333
18,55.335010921573655,0.0036728230049808,0.044175,0.270375,0.0009321804703416,1.04075,711.0,3,229.0,82.99540291909187
19,374.1105882720533,0.0002349632820848,0.091145,0.0530249999999999,0.0003618261907324,0.60605,600.0,3,193.0,31.75166338376704
20,14.487718535447618,0.0001358313446587,0.060485,0.268625,0.0026091557230141,1.03725,600.0,3,193.0,170.5259704098021
21,65.61452663029057,0.002264644307593,0.073575,0.296275,0.0017721480451351,1.09255,600.0,3,193.0,70.16745873045012
22,837.5292821268827,0.0003572728381519,0.039415,0.184625,0.0035604099003595,0.8692500000000001,797.0,3,257.0,61.588547711573085
23,31.84197521726125,0.0041783036664662,0.075465,0.0656249999999999,0.0049945918020824,0.63125,600.0,3,193.0,81.92998342904842
24,29.853826189179603,0.0005116818355403,0.074415,0.1478749999999999,0.0089846259257068,0.79575,600.0,5,242.0,103.11775327287339
25,33.962527259040854,0.000101624869287,0.080645,0.224875,0.0015328512063629,0.94975,600.0,3,193.0,
26,30.4088502567628,0.0001339676687425,0.084985,0.281925,0.0011627865510033,1.06385,600.0,3,193.0,186.33418717765377
27,212.32444620002192,0.0002600159563165,0.050755,0.2196249999999999,0.0001776233268288,0.93925,619.0,3,200.0,75.21207770956576
28,192.75249131909365,0.0001020939483707,0.090305,0.280875,1.4371430533563898e-05,1.06175,600.0,3,193.0,-1.3130742167368392
29,526.0172663907063,0.0020276827195212,0.042775,0.156625,1.3598781632845189e-05,0.81325,734.0,3,236.0,-1.2710614427871048
30,291.7427014001166,0.0008413951416451,0.064195,0.018025,4.0784956177127e-05,0.53605,600.0,3,193.0,-0.7246263471842399
31,12.387965865303691,0.0027605778562203,0.095485,0.234675,0.0022413000457823,0.96935,600.0,3,193.0,108.42313570346215
32,32.43396173493493,0.0003155004623374,0.090655,0.0621249999999999,5.841172070928301e-05,0.62425,600.0,3,193.0,-1.2230069507117876
33,347.53616144320574,0.0016557699634695,0.052365,0.335475,0.0005476461009618,1.17095,600.0,3,193.0,40.65817448087987
34,221.30947096056389,0.0019275249131909,0.073435,0.170975,2.463201838235155e-05,0.84195,600.0,3,193.0,-1.4796931329904879
35,256.4484036517716,0.0008770008211436,0.049775,0.007175,0.0001257476854367,0.51435,631.0,3,203.0,33.956256954725255
36,91.411324147025,0.0001448771853544,0.071265,0.231875,1.9341938586192796e-05,0.96375,600.0,3,193.0,-1.3354231447245506
37,25.40972705549305,0.0002944421633798,0.030175,0.112525,1.961101175476049e-05,0.72505,1041.0,3,335.0,230.08005649057714
38,188.36490894898,0.0011994993031493,0.068815,0.322175,0.0030796403415023,1.14435,600.0,3,193.0,73.728412861677
39,218.2729911843001,0.0005482769649208,0.046415,0.018725,0.0026822546076084,0.53745,677.0,3,218.0,61.09289516298533
40,10.990058394325208,0.0006591738952443,0.081205,0.1079749999999999,0.0001080189620881,0.71595,600.0,3,193.0,1.936718117256695
41,231.739464996848,0.0002027682719521,0.085545,0.346325,1.097741290273713e-05,1.19265,600.0,3,193.0,-1.3841010634870974
42,650.1296903430909,0.0002471724145016,0.081415,0.210875,9.738677853286336e-05,0.92175,600.0,3,193.0,1.1948468342952074
43,241.54608344449403,0.0026001595631652,0.035915,0.1128749999999999,0.0027574014523463,0.72575,875.0,3,282.0,83.69986842283585
44,11.1429453359173,0.0006652731562017,0.088765,0.224175,0.0031659204634322,0.94835,600.0,3,193.0,120.27502665816571
45,889.2011178579481,0.0010495424286523,0.061045,0.2938249999999999,2.190281828068457e-05,1.08765,600.0,3,193.0,-1.3993346906711404
46,139.63683610559377,0.0007030723198838,0.084005,0.086975,2.205464136392748e-05,0.67395,600.0,3,193.0,-1.4550811522051672
47,68.7068440014232,0.0029444216337987,0.044805,0.243775,0.0092363418841962,0.98755,701.0,5,283.0,66.50489734916684
48,47.75292736576909,0.000158124803927,0.075535,0.186725,0.0002841188184983,0.8734500000000001,600.0,3,193.0,99.05660831868366
49,897.4287945007482,0.0001409288798421,0.086945,0.337925,0.006449113198681,1.17585,600.0,5,242.0,46.206114566697565
50,788.8601176185548,0.0003013006024186,0.0306649999999999,0.306075,1.7198873412382414e-05,1.11215,1024.0,3,329.0,21.742222596527608
51,12.560299636948749,0.000209411245585,0.030385,0.1849749999999999,1.038723602422621e-05,0.86995,1034.0,3,333.0,291.0512385957192
52,408.3193863326923,0.000116144861384,0.099755,0.239575,0.0007219381629371,0.97915,600.0,3,193.0,57.19636570369472
53,298.538261891796,0.0004731512589614,0.087365,0.046375,0.0084430624190901,0.59275,600.0,5,242.0,52.175453246770395
54,26.121613543992066,0.0090573260089819,0.096535,0.1048249999999999,0.0067686179291974,0.70965,600.0,5,242.0,44.323756658341274
55,104.47202192208005,0.0084918047503631,0.065315,0.042175,0.0006878599123088,0.58435,600.0,3,193.0,9.832268343008169
56,73.96052750582378,0.0031988951096913,0.088975,0.137375,9.343293682573147e-05,0.77475,600.0,3,193.0,-1.6023161831284307
57,46.0256573581356,0.0029040226544644,0.078615,0.121625,1.2092051829432072e-05,0.74325,600.0,3,193.0,-1.7821757682574775
58,379.3149849736821,0.000271019163189,0.080575,0.179025,0.0009649393118055,0.85805,600.0,3,193.0,69.89592808032076
59,156.67510701081486,0.0024154608344449,0.093525,0.2182249999999999,0.0050640734952385,0.93645,600.0,5,242.0,39.90873336291571
60,17.82378767448089,0.0002123244462,0.083235,0.318675,9.874156357468666e-05,1.13735,600.0,3,193.0,3.729005324159638
61,30.69021988391158,0.0007780365510398,0.038015,0.169225,5.229979661821553e-05,0.8384499999999999,826.0,3,266.0,175.26494607087423
62,635.3309318517436,0.0014487718535447,0.051245,0.1989749999999999,1.192614265855822e-05,0.89795,613.0,3,198.0,-1.4358477754140995
63,349.1403154785863,0.0001435489433353,0.031925,0.136325,0.0005290539972095,0.7726500000000001,984.0,3,317.0,50.53688643274012
64,42.36429660495411,0.0036559479161312,0.091425,0.082425,0.0001956590767934,0.6648499999999999,600.0,3,193.0,-1.0572787407241462
65,16.481623915255085,0.0010303861204416,0.096885,0.2780749999999999,0.0007473086341912,1.05615,600.0,3,193.0,115.0618522307873
66,370.680721782576,0.0004216965034285,0.042005,0.172375,7.236024022802521e-05,0.84475,748.0,3,241.0,52.92258470467181
67,285.10182675039096,0.0038106582339377,0.038295,0.004725,0.0016199439939036,0.50945,820.0,3,264.0,88.35199378242388
68,464.5152752227492,0.0002798981319634,0.098565,0.2210249999999999,0.0010629185832756,0.94205,600.0,3,193.0,45.67082882761048
69,94.40608762859236,0.0081470428402083,0.059435,0.146475,0.0082698950856793,0.79295,600.0,5,242.0,18.470658899385647
70,15.739828644662197,0.0057147863667186,0.087645,0.327075,0.0002440619068041,1.15415,600.0,3,193.0,-0.44745084594578055
71,25.527013026612472,0.00062086903423,0.086175,0.024675,0.0008462525688072,0.54935,600.0,3,193.0,168.93862129379423
72,24.49063241844745,0.0031405086938762,0.045925,0.032725,2.160230034774744e-05,0.56545,684.0,3,220.0,-0.5881781108950525
73,321.3660538640318,0.0002722701308077,0.0462049999999999,0.257775,0.0031441264202587,1.01555,680.0,3,219.0,87.15693660945985
74,96.60508789898132,0.0004456562483975,0.088555,0.2549749999999999,6.523790409982089e-05,1.00995,600.0,3,193.0,-1.2364297309319339
75,712.8530301265198,0.0016405897731995,0.042145,0.066325,0.0001612501027337,0.6326499999999999,745.0,3,240.0,21.345911575794055
76,17.906058540352948,0.0002338837238659,0.081275,0.078925,0.0017968010801734,0.65785,600.0,3,193.0,
77,15.100801541641486,0.0016481623915255,0.098215,0.342475,0.0023361461022189,1.18495,600.0,3,193.0,142.4314468375909
78,144.21153515248682,0.0011297959146727,0.044525,0.156275,0.0003797519389713,0.81255,706.0,3,227.0,106.5009767093848
79,17.10015315090288,0.0032136605386403,0.032625,0.004025,0.0018092559102538,0.50805,963.0,3,310.0,98.14355931850969
80,558.4701947368306,0.0045814188671453,0.034235,0.049875,0.0001375624810275,0.59975,918.0,3,295.0,14.352457694277186
81,213.30449131465767,0.0001749846688624,0.071125,0.000175,1.0901844923851268e-05,0.50035,600.0,3,193.0,-1.3712989196273087
82,28.773984147356696,0.0002213094709605,0.0819749999999999,0.291375,0.000146386153755,1.08275,600.0,3,193.0,44.39375834170997
83,445.6562483975033,0.0012912192736135,0.070075,0.252175,0.0007789328145536,1.00435,600.0,3,193.0,28.43128686345543
84,909.9132726322516,0.000521194711105,0.067905,0.023275,0.0001036334604431,0.54655,600.0,3,193.0,2.3888159885424325
85,367.2823004980846,0.0064714261574858,0.079525,0.119875,0.0013076755389202,0.73975,600.0,3,193.0,7.559687912297064
86,15.310874616820303,0.00214289060112,0.071965,0.2084249999999999,0.0045029798128808,0.91685,600.0,3,193.0,95.60799717205916
87,79.25013304804718,0.0017741894808901,0.079875,0.1926749999999999,7.915894546242618e-05,0.88535,600.0,3,193.0,-1.2626397155121978
88,603.94862937638,0.00078523563461,0.082325,0.278425,1.7080477200597077e-05,1.05685,600.0,3,193.0,-1.4624431468023569
89,18.071741260109278,0.0004477133041763,0.091075,0.198625,0.0029342695039559,0.8972500000000001,600.0,3,193.0,206.1966336498293
90,341.1929116219285,0.0083752928212688,0.091005,0.286475,0.0005991009386113,1.07295,600.0,3,193.0,-0.12578358634019648
91,80.72350302488383,0.0001442115351524,0.082675,0.3396749999999999,5.158221650723061e-05,1.17935,600.0,3,193.0,-0.7787276342330399
92,153.81546403030342,0.0023823194693586,0.094015,0.195825,4.715198713364476e-05,0.89165,600.0,3,193.0,-1.5068613615133362
93,957.1940712948442,0.0046881338214526,0.075395,0.005075,0.0001680737925708,0.51015,600.0,3,193.0,-0.9698932515921737
94,327.3406948788383,0.0001030386120441,0.099895,0.094325,1.3412199354053725e-05,0.68865,600.0,3,193.0,-1.4534082671589
95,553.3501092157366,0.0052360043658575,0.043335,0.0628249999999999,5.017645790367086e-05,0.62565,725.0,3,234.0,-0.3215048581929136
96,13.899526312133531,0.0001517050367459,0.073155,0.2689749999999999,0.0009582967163063,1.03795,600.0,3,193.0,
97,629.5061828571975,0.001104078619902,0.052505,0.067725,2.927520871369441e-05,0.63545,600.0,3,193.0,-0.8873645150493669
98,260.0159563165272,0.007780365510398,0.047885,0.326725,0.0077179151558501,1.15345,656.0,5,265.0,50.467339158584224
99,229.61486481123632,0.0009616122783836,0.093035,0.027825,1.4571357047304205e-05,0.55565,600.0,3,193.0,-1.4739194494671002
100,27.47894153102397,0.0006839116472814,0.043615,0.078225,0.0002390561935344,0.65645,720.0,3,232.0,287.8760468186878
101,365.594791613125,0.0004120975190973,0.064055,0.163975,0.0001423967246646,0.82795,600.0,3,193.0,21.88875397020243
102,69.02398038402418,0.002182729911843,0.055095,0.115325,0.0008521185113792,0.73065,600.0,3,193.0,86.03693110026185
103,315.50046233746275,0.0097050996724548,0.0894649999999999,0.060375,7.286181745132274e-05,0.62075,600.0,3,193.0,-1.488985390827717
104,767.3614893618194,0.0007925013304804,0.044875,0.189875,0.008384940786218,0.87975,700.0,5,283.0,53.007384102127844
105,226.464430759306,0.0001099005839432,0.063285,0.123025,0.0001634933151129,0.74605,600.0,3,193.0,63.67087320392289
106,17.179083871575884,0.0007533555637337,0.089955,0.0054249999999999,0.000156855589768,0.51085,600.0,3,193.0,2.1014285082794064
107,40.27170343254591,0.0070307231988383,0.0704249999999999,0.2063249999999999,0.0003239664224348,0.91265,600.0,3,193.0,4.028505658534341
108,10.789467222298288,0.0088920111785794,0.076165,0.246225,0.0004390358656409,0.99245,600.0,3,193.0,7.563823200725653
109,561.0479760324706,0.0002328091257665,0.095695,0.0526749999999999,0.0030584402465105,0.6053499999999999,600.0,3,193.0,50.77449506433974
110,269.77394324449205,0.0013031667784523,0.075325,0.253925,0.0007735706787749,1.00785,600.0,3,193.0,30.747151789804544
